Movie Name,Gross collection,Stars,Genre,Votes
Underworld: Rise of the Lycans,$45.80M,"['Rhona Mitra', 'Michael Sheen', 'Bill Nighy', 'Steven Mackintosh']","Action, Fantasy, Thriller","164,397"
Cellular,$32.00M,"['Kim Basinger', 'Chris Evans', 'Jason Statham', 'William H. Macy']","Action, Crime, Thriller","103,441"
The Four Feathers,$18.31M,"['Heath Ledger', 'Wes Bentley', 'Kate Hudson', 'Mohamed Bouich']","Action, Adventure, Drama","34,950"
Premium Rush,$20.28M,"['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez', 'Sean Kennedy']","Action, Crime, Thriller","116,560"
Space Sweepers,-,"['Song Joong-ki', 'Kim Tae-ri', 'Jin Seon-kyu', 'Hae-Jin Yoo']","Action, Adventure, Drama","27,326"
Heist,$0.05M,"['Gene Hackman', 'Rebecca Pidgeon', 'Danny DeVito', 'Delroy Lindo']","Action, Crime, Drama","38,242"
The Grandmaster,$6.59M,"['Tony Leung Chiu-wai', 'Ziyi Zhang', 'Jin Zhang', 'Chang Chen']","Action, Biography, Drama","35,673"
Flyboys,$13.08M,"['James Franco', 'Jean Reno', 'Jennifer Decker', 'Scott Hazell']","Action, Drama, History","43,659"
Ladder 49,$74.54M,"['Joaquin Phoenix', 'John Travolta', 'Jacinda Barrett', 'Robert Patrick']","Action, Drama, Thriller","58,724"
War,-,"['Hrithik Roshan', 'Tiger Shroff', 'Vaani Kapoor', 'Ashutosh Rana']","Action, Adventure, Thriller","29,869"
Spartan,$4.43M,"['Val Kilmer', 'Derek Luke', 'William H. Macy', 'Tia Texada']","Action, Crime, Drama","32,578"
Dhoom 2,$2.64M,"['Hrithik Roshan', 'Abhishek Bachchan', 'Aishwarya Rai Bachchan', 'Uday Chopra']","Action, Crime, Thriller","28,467"
Taxi 2,$0.73M,"['Samy Naceri', 'Frédéric Diefenthal', 'Emma Wiklund', 'Marion Cotillard']","Action, Comedy, Crime","57,594"
District 13: Ultimatum,$0.04M,"['Cyril Raffaelli', 'David Belle', 'Philippe Torreton', 'Daniel Duval']","Action, Crime, Thriller","45,582"
Conquest 1453,$0.07M,"['Devrim Evin', 'Ibrahim Celikkol', 'Dilek Serbest', 'Cengiz Coskun']","Action, Drama, History","58,667"
Batman v Superman: Dawn of Justice,$330.36M,"['Ben Affleck', 'Henry Cavill', 'Amy Adams', 'Jesse Eisenberg']","Action, Adventure, Sci-Fi","715,781"
Alien³,$55.47M,"['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Paul McGann']","Action, Horror, Sci-Fi","309,270"
The Day After Tomorrow,$186.74M,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum', 'Dash Mihok']","Action, Adventure, Sci-Fi","462,270"
Lucy,$126.66M,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked']","Action, Sci-Fi, Thriller","514,921"
Escape Room,$57.01M,"['Taylor Russell', 'Logan Miller', 'Jay Ellis', 'Tyler Labine']","Action, Adventure, Horror","133,126"
Greenland,-,"['Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd', 'Scott Glenn']","Action, Thriller","125,190"
Valerian and the City of a Thousand Planets,$41.19M,"['Dane DeHaan', 'Cara Delevingne', 'Clive Owen', 'Rihanna']","Action, Adventure, Fantasy","189,986"
Army of Thieves,-,"['Matthias Schweighöfer', 'Nathalie Emmanuel', 'Ruby O. Fee', 'Stuart Martin']","Action, Comedy, Crime","83,284"
The Mummy Returns,$202.02M,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo']","Action, Adventure, Fantasy","336,646"
Pain & Gain,$49.88M,"['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie', 'Tony Shalhoub']","Action, Comedy, Crime","223,693"
Tomorrowland,$93.44M,"['George Clooney', 'Britt Robertson', 'Hugh Laurie', 'Raffey Cassidy']","Action, Adventure, Family","187,025"
The Expendables,$103.07M,"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren']","Action, Adventure, Thriller","354,752"
Godzilla,$200.68M,"['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Bryan Cranston', 'Ken Watanabe']","Action, Adventure, Sci-Fi","424,981"
Angel Has Fallen,$69.03M,"['Gerard Butler', 'Frederick Schmidt', 'Danny Huston', 'Rocci Boy Williams']","Action, Thriller","104,256"
The Sum of All Fears,$118.91M,"['Ben Affleck', 'Morgan Freeman', 'Ian Mongrain', 'Russell Bobbitt']","Action, Drama, Thriller","121,106"
The Punisher,$33.81M,"['Thomas Jane', 'John Travolta', 'Samantha Mathis', 'Laura Harring']","Action, Crime, Drama","165,426"
Rat Race,$56.62M,"['Breckin Meyer', 'Amy Smart', 'Whoopi Goldberg', 'Vince Vieluf']","Action, Adventure, Comedy","119,913"
The Three Musketeers,$53.90M,"['Charlie Sheen', 'Kiefer Sutherland', ""Chris O'Donnell"", 'Oliver Platt']","Action, Adventure, Romance","57,240"
Shaft,$21.36M,"['Samuel L. Jackson', 'Jessie T. Usher', 'Richard Roundtree', 'Regina Hall']","Action, Comedy, Crime","56,471"
Predators,$52.00M,"['Adrien Brody', 'Laurence Fishburne', 'Topher Grace', 'Alice Braga']","Action, Adventure, Fantasy","238,034"
Riddick,$42.03M,"['Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà']","Action, Adventure, Sci-Fi","173,597"
Now You See Me 2,$65.08M,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Dave Franco']","Action, Adventure, Comedy","305,771"
Savages,$47.38M,"['Aaron Taylor-Johnson', 'Taylor Kitsch', 'Blake Lively', 'Benicio Del Toro']","Action, Crime, Drama","132,600"
Need for Speed,$43.58M,"['Aaron Paul', 'Dominic Cooper', 'Imogen Poots', 'Kid Cudi']","Action, Adventure, Crime","174,920"
The Vault,-,"['Freddie Highmore', 'Astrid Bergès-Frisbey', 'Sam Riley', 'Liam Cunningham']","Action, Adventure, Thriller","28,477"
The Purge: Anarchy,$71.96M,"['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford', 'Kiele Sanchez']","Action, Horror, Sci-Fi","157,471"
Salt,$118.31M,"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor', 'Daniel Olbrychski']","Action, Thriller","322,870"
Star Trek: Nemesis,$43.25M,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton']","Action, Adventure, Sci-Fi","82,026"
Hancock,$227.95M,"['Will Smith', 'Charlize Theron', 'Jason Bateman', 'Jae Head']","Action, Comedy, Drama","497,420"
Kickboxer,$14.70M,"['David Worth', 'Jean-Claude Van Damme', 'Dennis Alexio', 'Dennis Chan', 'Michel Qissi']","Action, Sport, Thriller","58,377"
The Lone Ranger,$89.30M,"['Johnny Depp', 'Armie Hammer', 'William Fichtner', 'Tom Wilkinson']","Action, Adventure, Western","239,977"
The World Is Not Enough,$126.94M,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle', 'Denise Richards']","Action, Adventure, Thriller","205,500"
Revenge,$0.10M,"['Matilda Anna Ingrid Lutz', 'Kevin Janssens', 'Vincent Colombe', 'Guillaume Bouchède']","Action, Drama, Horror","46,049"
Behind Enemy Lines,$59.07M,"['Gene Hackman', 'Owen Wilson', 'Gabriel Macht', 'Charles Malik Whitfield']","Action, Drama, Thriller","109,403"
The Angry Birds Movie 2,$41.66M,"['John Rice', 'Jason Sudeikis', 'Josh Gad', 'Leslie Jones', 'Bill Hader']","Animation, Action, Adventure","32,661"
Here Comes the Boom,$45.29M,"['Kevin James', 'Salma Hayek', 'Henry Winkler', 'Greg Germann']","Action, Comedy, Sport","93,718"
Monsters vs. Aliens,$198.35M,"['Conrad Vernon', 'Reese Witherspoon', 'Rainn Wilson', 'Stephen Colbert', 'Seth Rogen']","Animation, Action, Adventure","170,115"
Death Race,$36.32M,"['Jason Statham', 'Joan Allen', 'Tyrese Gibson', 'Ian McShane']","Action, Sci-Fi, Thriller","214,431"
Colombiana,$36.67M,"['Zoe Saldana', 'Michael Vartan', 'Callum Blue', 'Jordi Mollà']","Action, Drama, Thriller","104,498"
Daybreakers,$30.10M,"['Peter Spierig', 'Ethan Hawke', 'Willem Dafoe', 'Sam Neill', 'Harriet Minto-Day']","Action, Horror, Sci-Fi","132,060"
Tango & Cash,$63.41M,"['Albert Magnoli', 'Sylvester Stallone', 'Kurt Russell', 'Teri Hatcher', 'Jack Palance']","Action, Comedy, Crime","110,015"
Let's Be Cops,$82.39M,"['Jake Johnson', 'Damon Wayans Jr.', 'Rob Riggle', 'Nina Dobrev']","Action, Comedy, Crime","137,574"
Act of Valor,$70.01M,"['Scott Waugh', 'Alex Veadov', 'Roselyn Sanchez', 'Nestor Serrano', 'Rorke Denver']","Action, Adventure, Thriller","70,572"
Kill List,$0.03M,"['Neil Maskell', 'MyAnna Buring', 'Harry Simpson', 'Michael Smiley']","Action, Crime, Horror","43,080"
The Taking of Pelham 123,$65.45M,"['Denzel Washington', 'John Travolta', 'Luis Guzmán', 'Victor Gojcaj']","Action, Crime, Thriller","202,996"
DragonHeart,$51.37M,"['Dennis Quaid', 'Sean Connery', 'Dina Meyer', 'Pete Postlethwaite']","Action, Adventure, Fantasy","99,889"
From Paris with Love,$23.98M,"['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak', 'Richard Durden']","Action, Crime, Thriller","119,657"
Killer Elite,$25.12M,"['Jason Statham', 'Clive Owen', 'Robert De Niro', 'Dominic Purcell']","Action, Crime, Thriller","133,269"
Darkman,$33.88M,"['Liam Neeson', 'Frances McDormand', 'Colin Friels', 'Larry Drake']","Action, Sci-Fi, Thriller","67,511"
The Prophecy,$16.12M,"['Christopher Walken', 'Elias Koteas', 'Virginia Madsen', 'Eric Stoltz']","Action, Crime, Drama","32,268"
Blood Father,-,"['Mel Gibson', 'Erin Moriarty', 'Diego Luna', 'Michael Parks']","Action, Crime, Drama","66,261"
The Jackal,$54.93M,"['Bruce Willis', 'Richard Gere', 'Sidney Poitier', 'Diane Venora']","Action, Crime, Drama","120,957"
Last Man Standing,$17.60M,"['Bruce Willis', 'Bruce Dern', 'William Sanderson', 'Christopher Walken']","Action, Crime, Drama","59,760"
The Siege,$40.98M,"['Denzel Washington', 'Bruce Willis', 'Annette Bening', 'Tony Shalhoub']","Action, Thriller","75,654"
Batman: The Killing Joke,$3.78M,"['Kevin Conroy', 'Mark Hamill', 'Tara Strong', 'Ray Wise']","Animation, Action, Crime","59,629"
Star Trek: Insurrection,$70.12M,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton']","Action, Adventure, Sci-Fi","77,677"
Just Cause,$36.85M,"['Sean Connery', 'Laurence Fishburne', 'Kate Capshaw', 'Blair Underwood']","Action, Crime, Drama","28,519"
Faster,$23.24M,"['Dwayne Johnson', 'Billy Bob Thornton', 'Maggie Grace', 'Mauricio Lopez']","Action, Crime, Drama","110,167"
Black and Blue,$22.06M,"['Naomie Harris', 'Tyrese Gibson', 'Frank Grillo', 'Mike Colter']","Action, Thriller","25,377"
Live by Night,$10.38M,"['Ben Affleck', 'Elle Fanning', 'Brendan Gleeson', 'Chris Messina']","Action, Crime, Drama","58,760"
Black Death,$0.02M,"['Eddie Redmayne', 'Sean Bean', 'Carice van Houten', 'Kimberley Nixon']","Action, Drama, History","49,904"
Chaos,-,"['Jason Statham', 'Ryan Phillippe', 'Wesley Snipes', 'Henry Czerny']","Action, Crime, Drama","56,333"
Dead Man Down,$10.88M,"['Colin Farrell', 'Noomi Rapace', 'Dominic Cooper', 'Terrence Howard']","Action, Crime, Drama","69,245"
Basic,$26.54M,"['John Travolta', 'Samuel L. Jackson', 'Connie Nielsen', 'Tim Daly']","Action, Crime, Drama","64,695"
The Omega Man,$8.72M,"['Charlton Heston', 'Anthony Zerbe', 'Rosalind Cash', 'Paul Koslo']","Action, Drama, Sci-Fi","32,929"
Snitch,$42.93M,"['Dwayne Johnson', 'Susan Sarandon', 'Jon Bernthal', 'Rafi Gavron']","Action, Drama, Thriller","90,653"
Final Fantasy: The Spirits Within,$32.13M,"['Motonori Sakakibara', 'Alec Baldwin', 'Steve Buscemi', 'Ming-Na Wen', 'Ving Rhames']","Animation, Action, Adventure","83,196"
The Rover,$1.11M,"['Guy Pearce', 'Robert Pattinson', 'Scoot McNairy', 'David Field']","Action, Crime, Drama","49,978"
Lock Up,$22.10M,"['Sylvester Stallone', 'Donald Sutherland', 'John Amos', 'Sonny Landham']","Action, Crime, Drama","44,923"
How I Live Now,$0.06M,"['Saoirse Ronan', 'Tom Holland', 'George MacKay', 'Harley Bird']","Action, Adventure, Drama","31,354"
Blood Work,$26.20M,"['Clint Eastwood', 'Jeff Daniels', 'Anjelica Huston', 'Wanda De Jesus']","Action, Crime, Drama","46,523"
Contraband,$66.53M,"['Mark Wahlberg', 'Giovanni Ribisi', 'Kate Beckinsale', 'Robert Wahlberg']","Action, Adventure, Crime","124,843"
Son of a Gun,$0.00M,"['Ewan McGregor', 'Brenton Thwaites', 'Alicia Vikander', 'Brendan Kerkvliet']","Action, Crime, Drama","28,939"
Ned Kelly,$0.07M,"['Heath Ledger', 'Orlando Bloom', 'Geoffrey Rush', 'Naomi Watts']","Action, Adventure, Biography","27,639"
Night Watch,$1.49M,"['Konstantin Khabenskiy', 'Vladimir Menshov', 'Mariya Poroshina', 'Valeriy Zolotukhin']","Action, Fantasy, Horror","54,751"
Resident Evil: Degeneration,-,"['Paul Mercier', 'Alyson Court', 'Laura Bailey', 'Roger Craig Smith']","Animation, Action, Horror","32,296"
Day Watch,$0.45M,"['Konstantin Khabenskiy', 'Mariya Poroshina', 'Vladimir Menshov', 'Galina Tyunina']","Action, Fantasy, Horror","34,964"
Redirected,-,"['Vinnie Jones', 'Scot Williams', 'Gil Darnell', 'Oliver Jackson']","Action, Comedy, Crime","34,350"
Transformers: Rise of the Beasts,-,"['Anthony Ramos', 'Dominique Fishback', 'Luna Lauren Velez', 'Dean Scott Vazquez']","Action, Adventure, Sci-Fi","46,645"
Operation Fortune: Ruse de Guerre,-,"['Jason Statham', 'Aubrey Plaza', 'Cary Elwes', 'Hugh Grant']","Action, Comedy, Thriller","63,859"
White House Down,$73.10M,"['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal', 'Jason Clarke']","Action, Drama, Thriller","230,021"
Dune,$30.93M,"['Kyle MacLachlan', 'Virginia Madsen', 'Francesca Annis', 'Leonardo Cimino']","Action, Adventure, Sci-Fi","166,829"
Black Adam,$168.15M,"['Dwayne Johnson', 'Aldis Hodge', 'Pierce Brosnan', 'Noah Centineo']","Action, Adventure, Fantasy","252,545"
Uncharted,$148.65M,"['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas', 'Sophia Ali']","Action, Adventure","232,138"
Eternals,$164.87M,"['Gemma Chan', 'Richard Madden', 'Angelina Jolie', 'Salma Hayek']","Action, Adventure, Fantasy","363,413"
Knight and Day,$76.42M,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Jordi Mollà']","Action, Adventure, Comedy","204,011"
Spider-Man 3,$336.53M,"['Tobey Maguire', 'Kirsten Dunst', 'Topher Grace', 'Thomas Haden Church']","Action, Adventure, Sci-Fi","612,892"
The King's Man,$37.18M,"['Ralph Fiennes', 'Gemma Arterton', 'Rhys Ifans', 'Harris Dickinson']","Action, Adventure, Thriller","160,139"
Run Hide Fight,-,"['Isabel May', 'Radha Mitchell', 'Thomas Jane', 'Eli Brown']","Action, Crime, Drama","25,580"
Terminator 3: Rise of the Machines,$150.37M,"['Arnold Schwarzenegger', 'Nick Stahl', 'Kristanna Loken', 'Claire Danes']","Action, Sci-Fi","409,630"
Red Notice,-,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya']","Action, Comedy, Thriller","294,883"
Terminator Genisys,$89.76M,"['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke', 'Jai Courtney']","Action, Adventure, Sci-Fi","285,813"
Polar,-,"['Mads Mikkelsen', 'Vanessa Hudgens', 'Katheryn Winnick', 'Fei Ren']","Action, Thriller","94,871"
Godzilla vs. Kong,$100.92M,"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall', 'Brian Tyree Henry']","Action, Sci-Fi, Thriller","222,087"
Ocean's Eight,$140.22M,"['Sandra Bullock', 'Cate Blanchett', 'Anne Hathaway', 'Mindy Kaling']","Action, Comedy, Crime","231,024"
The Shallows,$55.12M,"['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo', 'Joseph Salas']","Action, Drama, Horror","138,729"
Tomb Raider,$58.25M,"['Alicia Vikander', 'Dominic West', 'Walton Goggins', 'Daniel Wu']","Action, Adventure, Fantasy","220,601"
A View to a Kill,$50.33M,"['Roger Moore', 'Christopher Walken', 'Tanya Roberts', 'Grace Jones']","Action, Adventure, Thriller","101,593"
Waterworld,$88.25M,"['Kevin Costner', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Tina Majorino']","Action, Adventure, Sci-Fi","203,338"
Guns Akimbo,-,"['Daniel Radcliffe', 'Samara Weaving', 'Ned Dennehy', 'Natasha Liu Bordizzo']","Action, Comedy, Crime","65,483"
Sky High,$63.95M,"['Kurt Russell', 'Kelly Preston', 'Michael Angarano', 'Danielle Panabaker']","Action, Comedy, Family","91,386"
Red Dawn,$38.38M,"['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson', 'Charlie Sheen']","Action, Drama, Thriller","60,537"
Central Intelligence,$127.44M,"['Dwayne Johnson', 'Kevin Hart', 'Danielle Nicolet', 'Amy Ryan']","Action, Comedy, Crime","202,289"
Ghost in the Shell,$40.56M,"['Scarlett Johansson', 'Pilou Asbæk', 'Takeshi Kitano', 'Juliette Binoche']","Action, Crime, Drama","221,731"
Transporter 2,$43.10M,"['Jason Statham', 'Amber Valletta', 'Kate Nauta', 'Alessandro Gassmann']","Action, Crime, Thriller","209,488"
Miss Congeniality,$106.81M,"['Sandra Bullock', 'Michael Caine', 'Benjamin Bratt', 'Candice Bergen']","Action, Comedy, Crime","220,232"
The Angry Birds Movie,$107.51M,"['Fergal Reilly', 'Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph']","Animation, Action, Adventure","98,779"
Maze Runner: The Scorch Trials,$81.70M,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Giancarlo Esposito']","Action, Adventure, Sci-Fi","262,918"
Walking Tall,$46.44M,"['Dwayne Johnson', 'Ashley Scott', 'Johnny Knoxville', 'Michael Bowen']","Action, Crime","93,080"
King Arthur,$51.88M,"['Clive Owen', 'Stephen Dillane', 'Keira Knightley', 'Ioan Gruffudd']","Action, Adventure, Drama","172,283"
The Last Stand,$12.05M,"['Arnold Schwarzenegger', 'Forest Whitaker', 'Johnny Knoxville', 'Rodrigo Santoro']","Action, Thriller, Western","143,033"
The Bodyguard,$121.95M,"['Kevin Costner', 'Whitney Houston', 'Gary Kemp', 'Bill Cobbs']","Action, Drama, Music","141,989"
Sand Castle,-,"['Nicholas Hoult', 'Logan Marshall-Green', 'Henry Cavill', 'Glen Powell']","Action, Drama, War","25,554"
Predator 2,$30.67M,"['Danny Glover', 'Gary Busey', 'Kevin Peter Hall', 'Rubén Blades']","Action, Horror, Sci-Fi","175,777"
The Take,$0.04M,"['Idris Elba', 'Richard Madden', 'Charlotte Le Bon', 'Kelly Reilly']","Action, Crime, Drama","47,435"
The Commuter,$36.34M,"['Liam Neeson', 'Vera Farmiga', 'Patrick Wilson', 'Jonathan Banks']","Action, Mystery, Thriller","120,329"
Bright,-,"['Will Smith', 'Joel Edgerton', 'Noomi Rapace', 'Edgar Ramírez']","Action, Fantasy, Thriller","196,110"
This Means War,$54.76M,"['Reese Witherspoon', 'Chris Pine', 'Tom Hardy', 'Til Schweiger']","Action, Comedy, Romance","191,019"
Jack the Giant Slayer,$65.19M,"['Nicholas Hoult', 'Stanley Tucci', 'Ewan McGregor', 'Bill Nighy']","Action, Adventure, Fantasy","143,278"
The Collector,$7.71M,"['Josh Stewart', 'Andrea Roth', 'Juan Fernández', 'William Prael']","Action, Horror, Thriller","68,998"
Beowulf,$82.16M,"['Ray Winstone', 'Crispin Glover', 'Angelina Jolie', 'Robin Wright']","Animation, Action, Adventure","171,198"
Mr. Right,$0.03M,"['Anna Kendrick', 'Sam Rockwell', 'Tim Roth', 'James Ransone']","Action, Comedy, Romance","58,549"
My Spy,-,"['Dave Bautista', 'Chloe Coleman', 'Parisa Fitz-Henley', 'Kristen Schaal']","Action, Comedy","32,828"
Once Upon a Time in Mexico,$56.36M,"['Antonio Banderas', 'Salma Hayek', 'Johnny Depp', 'Willem Dafoe']","Action, Crime, Thriller","166,469"
Scouts Guide to the Zombie Apocalypse,$3.64M,"['Tye Sheridan', 'Logan Miller', 'Joey Morgan', 'Sarah Dumont']","Action, Comedy, Horror","52,781"
Entrapment,$87.70M,"['Sean Connery', 'Catherine Zeta-Jones', 'Ving Rhames', 'Will Patton']","Action, Crime, Romance","120,793"
Criminal,$14.27M,"['Kevin Costner', 'Ryan Reynolds', 'Gal Gadot', 'Gary Oldman']","Action, Sci-Fi, Thriller","68,476"
#Alive,-,"['Yoo Ah-in', 'Park Shin-Hye', 'Jeon Bae-soo', 'Hyun-Wook Lee']","Action, Drama, Horror","44,172"
Triple 9,$12.63M,"['Casey Affleck', 'Chiwetel Ejiofor', 'Anthony Mackie', 'Aaron Paul']","Action, Crime, Thriller","74,729"
Unlocked,-,"['Noomi Rapace', 'Orlando Bloom', 'Toni Collette', 'John Malkovich']","Action, Thriller","37,316"
Every Which Way But Loose,$106.00M,"['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis', ""Beverly D'Angelo""]","Action, Comedy","28,950"
Spectral,-,"['James Badge Dale', 'Emily Mortimer', 'Bruce Greenwood', 'Max Martini']","Action, Adventure, Sci-Fi","62,125"
The Black Cauldron,$21.29M,"['Richard Rich', 'Grant Bardsley', 'Freddie Jones', 'Susan Sheridan', 'Nigel Hawthorne']","Animation, Action, Adventure","38,672"
Paycheck,$53.79M,"['Ben Affleck', 'Aaron Eckhart', 'Uma Thurman', 'Michael C. Hall']","Action, Mystery, Sci-Fi","111,194"
Revolver,$0.08M,"['Jason Statham', 'Ray Liotta', 'André 3000', 'Vincent Pastore']","Action, Crime, Drama","99,481"
Death Wish,$34.02M,"['Bruce Willis', ""Vincent D'Onofrio"", 'Elisabeth Shue', 'Camila Morrone']","Action, Crime, Drama","74,323"
Ninja Assassin,$38.11M,"['Rain', 'Rick Yune', 'Naomie Harris', 'Joon Lee']","Action, Thriller","74,072"
Surrogates,$38.58M,"['Bruce Willis', 'Radha Mitchell', 'Ving Rhames', 'Rosamund Pike']","Action, Sci-Fi, Thriller","178,036"
The American,$35.61M,"['George Clooney', 'Paolo Bonacelli', 'Violante Placido', 'Irina Björklund']","Action, Crime, Drama","100,195"
Assault on Precinct 13,$19.98M,"['Ethan Hawke', 'Laurence Fishburne', 'Gabriel Byrne', 'Maria Bello']","Action, Crime, Drama","80,722"
Osmosis Jones,$13.60M,"['Peter Farrelly', 'Laurence Fishburne', 'Chris Rock', 'David Hyde Pierce', 'Brandy Norwood']","Animation, Action, Adventure","37,577"
Blue Streak,$68.52M,"['Martin Lawrence', 'Luke Wilson', 'Peter Greene', 'Dave Chappelle']","Action, Comedy, Crime","86,345"
Johnny English Reborn,$8.31M,"['Rowan Atkinson', 'Rosamund Pike', 'Dominic West', 'Roger Barclay']","Action, Adventure, Comedy","136,156"
Centurion,$0.12M,"['Michael Fassbender', 'Dominic West', 'Olga Kurylenko', 'Andreas Wisniewski']","Action, Drama, History","84,670"
Repo Men,$13.79M,"['Jude Law', 'Forest Whitaker', 'Alice Braga', 'Liev Schreiber']","Action, Sci-Fi, Thriller","109,194"
Free Fire,$1.80M,"['Sharlto Copley', 'Brie Larson', 'Armie Hammer', 'Cillian Murphy']","Action, Comedy, Crime","48,547"
Escape from the Planet of the Apes,$12.30M,"['Roddy McDowall', 'Kim Hunter', 'Bradford Dillman', 'Natalie Trundy']","Action, Sci-Fi","37,227"
Underworld: Awakening,$62.32M,"['Björn Stein', 'Kate Beckinsale', 'Michael Ealy', 'India Eisley', 'Stephen Rea']","Action, Fantasy, Horror","158,241"
The Dead Pool,$37.90M,"['Clint Eastwood', 'Liam Neeson', 'Patricia Clarkson', 'Evan C. Kim']","Action, Crime, Mystery","47,562"
Risen,$36.87M,"['Joseph Fiennes', 'Tom Felton', 'Peter Firth', 'Cliff Curtis']","Action, Drama, History","29,690"
7500,-,"['Joseph Gordon-Levitt', 'Omid Memar', 'Aylin Tezel', 'Carlo Kitzlinger']","Action, Drama, Thriller","30,740"
Assassins,$30.31M,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov']","Action, Crime, Thriller","86,124"
ARQ,-,"['Robbie Amell', 'Rachael Taylor', 'Shaun Benson', 'Gray Powell']","Action, Sci-Fi, Thriller","40,667"
Proof of Life,$32.60M,"['Meg Ryan', 'Russell Crowe', 'David Morse', 'Pamela Reed']","Action, Drama, Thriller","58,128"
Nick of Time,$8.17M,"['Johnny Depp', 'Christopher Walken', 'Courtney Chase', 'Charles S. Dutton']","Action, Crime, Drama","44,141"
Formula 51,$5.20M,"['Samuel L. Jackson', 'Robert Carlyle', 'Emily Mortimer', 'Nigel Whitmey']","Action, Comedy, Crime","50,292"
Charlie Countryman,$0.01M,"['Shia LaBeouf', 'Evan Rachel Wood', 'Mads Mikkelsen', 'Til Schweiger']","Action, Comedy, Drama","29,217"
Toofaan,-,"['Farhan Akhtar', 'Mrunal Thakur', 'Paresh Rawal', 'Mohan Agashe']","Action, Drama, Sport","51,827"
Indiana Jones and the Kingdom of the Crystal Skull,$317.10M,"['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf', 'Karen Allen']","Action, Adventure","475,554"
Thor: Love and Thunder,$343.26M,"['Chris Hemsworth', 'Natalie Portman', 'Christian Bale', 'Tessa Thompson']","Action, Adventure, Comedy","370,038"
Terminator: Dark Fate,$62.25M,"['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis', 'Natalia Reyes']","Action, Adventure, Sci-Fi","186,033"
Pearl Harbor,$198.54M,"['Ben Affleck', 'Kate Beckinsale', 'Josh Hartnett', 'William Lee Scott']","Action, Drama, History","342,551"
Transformers: Dark of the Moon,$352.39M,"['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Tyrese Gibson', 'Josh Duhamel']","Action, Adventure, Sci-Fi","421,888"
Deep Impact,$140.46M,"['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman']","Action, Drama, Sci-Fi","184,124"
Alien: Resurrection,$47.75M,"['Sigourney Weaver', 'Winona Ryder', 'Dominique Pinon', 'Ron Perlman']","Action, Horror, Sci-Fi","255,479"
Kindergarten Cop,$91.46M,"['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed', 'Linda Hunt']","Action, Comedy, Crime","157,220"
47 Ronin,$38.36M,"['Keanu Reeves', 'Hiroyuki Sanada', 'Ko Shibasaki', 'Tadanobu Asano']","Action, Drama, Fantasy","166,315"
Jack Ryan: Shadow Recruit,$50.58M,"['Chris Pine', 'Kevin Costner', 'Keira Knightley', 'Kenneth Branagh']","Action, Drama, Thriller","135,590"
The Karate Kid,$176.59M,"['Jackie Chan', 'Jaden Smith', 'Taraji P. Henson', 'Wenwen Han']","Action, Drama, Family","195,213"
The Legend of Tarzan,$126.64M,"['Alexander Skarsgård', 'Rory J Saper', 'Christian Stevens', 'Christoph Waltz']","Action, Adventure, Drama","182,088"
