Movie Name,Gross collection,Stars,Genre,Votes
The Bourne Supremacy,$176.24M,"['Matt Damon', 'Franka Potente', 'Joan Allen', 'Brian Cox']","Action, Mystery, Thriller","475,364"
The Boondock Saints,$0.03M,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'David Della Rocco']","Action, Thriller","244,209"
Dirty Harry,$35.90M,"['Clint Eastwood', 'Clint Eastwood', 'Andrew Robinson', 'Harry Guardino', 'Reni Santoni']","Action, Crime, Thriller","162,766"
The Magnificent Seven,$4.91M,"['Yul Brynner', 'Steve McQueen', 'Charles Bronson', 'Eli Wallach']","Action, Adventure, Drama","98,892"
The French Connection,$15.63M,"['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco']","Action, Crime, Drama","128,643"
Star Trek II: The Wrath of Khan,$78.91M,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']","Action, Adventure, Sci-Fi","125,950"
Goldfinger,$51.08M,"['Sean Connery', 'Gert Fröbe', 'Honor Blackman', 'Shirley Eaton']","Action, Adventure, Thriller","196,596"
The Dirty Dozen,$45.30M,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'John Cassavetes']","Action, Adventure, War","76,546"
Bonnie and Clyde,-,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Hackman']","Action, Biography, Crime","117,118"
The Longest Day,$39.10M,"['Andrew Marton', 'Gerd Oswald', 'Bernhard Wicki', 'Darryl F. Zanuck', 'John Wayne', 'Robert Ryan', 'Richard Burton', 'Henry Fonda']","Action, Drama, History","57,723"
Kung Fu Hustle,$17.11M,"['Stephen Chow', 'Wah Yuen', 'Qiu Yuen', 'Siu-Lung Leung']","Action, Comedy, Fantasy","145,485"
Badlands,-,"['Martin Sheen', 'Sissy Spacek', 'Warren Oates', 'Ramon Bieri']","Action, Crime, Drama","75,769"
Run Lola Run,$7.27M,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri']","Action, Crime, Thriller","202,927"
Kubo and the Two Strings,$48.02M,"['Charlize Theron', 'Art Parkinson', 'Matthew McConaughey', 'Ralph Fiennes']","Animation, Action, Adventure","134,499"
The Man from Nowhere,$0.01M,"['Won Bin', 'Kim Sae-ron', 'Kim Tae-hoon', 'Kim Hee-won']","Action, Crime, Drama","72,361"
Hard Boiled,-,"['Chow Yun-Fat', 'Tony Leung Chiu-wai', 'Teresa Mo', 'Philip Chan']","Action, Crime, Thriller","52,394"
Dragon Ball Super: Broly,$30.71M,"['Masako Nozawa', 'Aya Hisakawa', 'Ryô Horikawa', 'Toshio Furukawa']","Animation, Action, Adventure","29,766"
Joint Security Area,-,"['Lee Yeong-ae', 'Lee Byung-hun', 'Song Kang-ho', 'Kim Tae-woo']","Action, Drama, Thriller","32,502"
Scarface,-,"['Richard Rosson', 'Paul Muni', 'Ann Dvorak', 'Karen Morley', 'Osgood Perkins']","Action, Crime, Drama","29,237"
Key Largo,-,"['Humphrey Bogart', 'Edward G. Robinson', 'Lauren Bacall', 'Lionel Barrymore']","Action, Crime, Drama","42,737"
Eega,-,"['Sudeep', 'Nani', 'Samantha Ruth Prabhu', 'Hamsa Nandini']","Action, Comedy, Drama","26,098"
Udta Punjab,-,"['Shahid Kapoor', 'Alia Bhatt', 'Kareena Kapoor', 'Diljit Dosanjh']","Action, Crime, Drama","31,526"
Raazi,-,"['Alia Bhatt', 'Vicky Kaushal', 'Rajit Kapoor', 'Shishir Sharma']","Action, Drama, Thriller","32,524"
Avatar: The Way of Water,$659.68M,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Stephen Lang']","Action, Adventure, Fantasy","432,573"
Deadpool 2,$324.59M,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison']","Action, Adventure, Comedy","610,896"
300,$210.61M,"['Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West']","Action, Drama","840,538"
Watchmen,$107.51M,"['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman']","Action, Drama, Mystery","565,413"
Guardians of the Galaxy Vol. 2,$389.81M,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel']","Action, Adventure, Comedy","723,812"
Kick-Ass,$48.07M,"['Aaron Taylor-Johnson', 'Nicolas Cage', 'Chloë Grace Moretz', 'Garrett M. Brown']","Action, Comedy, Crime","577,852"
Sicario,$46.89M,"['Emily Blunt', 'Josh Brolin', 'Benicio Del Toro', 'Jon Bernthal']","Action, Crime, Drama","449,226"
Baby Driver,$107.83M,"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Eiza González']","Action, Crime, Drama","572,758"
The Fifth Element,$63.54M,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm']","Action, Adventure, Sci-Fi","488,498"
Fury,$85.82M,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman', 'Michael Peña']","Action, Drama, War","516,607"
RoboCop,$53.42M,"['Peter Weller', 'Nancy Allen', ""Dan O'Herlihy"", 'Ronny Cox']","Action, Crime, Sci-Fi","269,380"
Creed,$109.77M,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']","Action, Drama, Sport","300,116"
Star Wars: Episode III - Revenge of the Sith,$380.26M,"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor', 'Samuel L. Jackson']","Action, Adventure, Fantasy","816,419"
Harry Potter and the Half-Blood Prince,$301.96M,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']","Action, Adventure, Family","568,089"
Kung Fu Panda,$215.43M,"['John Stevenson', 'Jack Black', 'Ian McShane', 'Angelina Jolie', 'Dustin Hoffman']","Animation, Action, Adventure","492,740"
Incredibles 2,$608.58M,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner']","Animation, Action, Adventure","313,241"
Lethal Weapon,$65.21M,"['Mel Gibson', 'Danny Glover', 'Gary Busey', 'Mitchell Ryan']","Action, Crime, Thriller","267,783"
Train to Busan,$2.13M,"['Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok', 'Su-an Kim']","Action, Horror, Thriller","237,439"
Minority Report,$132.07M,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']","Action, Crime, Mystery","567,821"
Zombieland,$75.59M,"['Jesse Eisenberg', 'Emma Stone', 'Woody Harrelson', 'Abigail Breslin']","Action, Comedy, Horror","598,733"
Sherlock Holmes,$209.03M,"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong']","Action, Adventure, Mystery","650,931"
Rise of the Planet of the Apes,$176.76M,"['James Franco', 'Andy Serkis', 'Freida Pinto', 'Karin Konoval']","Action, Drama, Sci-Fi","542,662"
Enter the Dragon,$25.00M,"['Bruce Lee', 'John Saxon', 'Jim Kelly', 'Ahna Capri']","Action, Crime, Thriller","108,529"
Falling Down,$40.90M,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin']","Action, Crime, Drama","198,201"
Die Hard with a Vengeance,$100.01M,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene']","Action, Adventure, Thriller","397,536"
Only the Brave,$18.34M,"['Josh Brolin', 'Miles Teller', 'Jeff Bridges', 'Jennifer Connelly']","Action, Biography, Drama","73,725"
The Road Warrior,$12.47M,"['Mel Gibson', 'Bruce Spence', 'Michael Preston', 'Max Phipps']","Action, Adventure, Sci-Fi","187,154"
Dawn of the Planet of the Apes,$208.55M,"['Gary Oldman', 'Keri Russell', 'Andy Serkis', 'Kodi Smit-McPhee']","Action, Adventure, Drama","453,714"
The Raid: Redemption,$4.11M,"['Iko Uwais', 'Ananda George', 'Ray Sahetapy', 'Donny Alamsyah']","Action, Crime, Thriller","211,241"
End of Watch,$41.00M,"['Jake Gyllenhaal', 'Michael Peña', 'Anna Kendrick', 'America Ferrera']","Action, Adventure, Crime","258,097"
Battle Royale,-,"['Tatsuya Fujiwara', 'Aki Maeda', 'Tarô Yamamoto', 'Chiaki Kuriyama']","Action, Adventure, Drama","189,106"
Hotel Mumbai,$9.65M,"['Dev Patel', 'Armie Hammer', 'Nazanin Boniadi', 'Anupam Kher']","Action, Drama, History","67,558"
Ponniyin Selvan: Part I,-,"['Vikram', 'Aishwarya Rai Bachchan', 'Jayam Ravi', 'Karthi']","Action, Adventure, Drama","34,576"
United 93,$31.57M,"['David Alan Basche', 'Olivia Thirlby', 'Liza Colón-Zayas', 'J.J. Johnson']","Action, Drama, History","108,724"
Star Trek: First Contact,$92.00M,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton']","Action, Adventure, Drama","129,294"
Escape from Alcatraz,$43.00M,"['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom', 'Jack Thibeau']","Action, Biography, Crime","142,437"
Where Eagles Dare,-,"['Richard Burton', 'Clint Eastwood', 'Mary Ure', 'Patrick Wymark']","Action, Adventure, War","60,823"
The Taking of Pelham One Two Three,$2.49M,"['Walter Matthau', 'Robert Shaw', 'Martin Balsam', 'Hector Elizondo']","Action, Crime, Thriller","33,196"
Vampire Hunter D: Bloodlust,$0.15M,"['Yoshiaki Kawajiri', 'Andrew Philpot', 'John Rafter Lee', 'Pamela Adlon', 'Wendee Lee']","Animation, Action, Drama","33,709"
Ludo,-,"['Pankaj Tripathi', 'Abhishek Bachchan', 'Rajkummar Rao', 'Fatima Sana Shaikh']","Action, Comedy, Crime","41,613"
Pushpa: The Rise - Part 1,-,"['Allu Arjun', 'Fahadh Faasil', 'Rashmika Mandanna', 'Jagadeesh Prathap Bandari']","Action, Crime, Drama","81,328"
Fearless,$24.63M,"['Jet Li', 'Li Sun', 'Yong Dong', 'Yun Qu']","Action, Biography, Drama","77,580"
Cell 211,-,"['Luis Tosar', 'Alberto Ammann', 'Antonio Resines', 'Manuel Morón']","Action, Crime, Drama","69,391"
Evangelion: 1.0 You Are (Not) Alone,$0.11M,"['Kazuya Tsurumaki', 'Hideaki Anno', 'Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuriko Yamaguchi']","Animation, Action, Drama","25,987"
The Boy and the Beast,$0.45M,"['Kôji Yakusho', 'Aoi Miyazaki', 'Shôta Sometani', 'Suzu Hirose']","Animation, Action, Adventure","25,588"
Lupin III: The Castle of Cagliostro,-,"['Yasuo Yamada', 'Eiko Masuyama', 'Kiyoshi Kobayashi', 'Makio Inoue']","Animation, Action, Adventure","31,963"
Mortal World,-,"['Ahmet Mümtaz Taylan', 'Alper Kul', 'Sarp Apak', 'Irem Sak']","Action, Comedy, Crime","28,379"
Madras Cafe,-,"['John Abraham', 'Raashi Khanna', 'Nargis Fakhri', 'Prakash Belawadi']","Action, Drama, Thriller","25,023"
The Covenant,-,"['Jake Gyllenhaal', 'Dar Salim', 'Sean Sagar', 'Jason Wong']","Action, Thriller, War","81,584"
Indiana Jones and the Temple of Doom,$179.87M,"['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri']","Action, Adventure","516,050"
Batman,$251.19M,"['Michael Keaton', 'Jack Nicholson', 'Kim Basinger', 'Robert Wuhl']","Action, Adventure","391,346"
The Hunger Games: Catching Fire,$424.67M,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Philip Seymour Hoffman']","Action, Adventure, Sci-Fi","687,219"
Upgrade,$11.98M,"['Logan Marshall-Green', 'Melanie Vallejo', 'Steve Danielsen', 'Abby Craden']","Action, Sci-Fi, Thriller","195,097"
Scott Pilgrim vs. the World,$31.49M,"['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin', 'Anna Kendrick']","Action, Comedy, Fantasy","444,295"
The Warriors,$22.49M,"['Michael Beck', 'James Remar', 'Dorsey Wright', 'Brian Tyler']","Action, Crime, Thriller","106,691"
Harry Potter and the Order of the Phoenix,$292.00M,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Brendan Gleeson']","Action, Adventure, Family","605,123"
Lone Survivor,$125.10M,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster']","Action, Biography, Drama","297,186"
Total Recall,$119.39M,"['Arnold Schwarzenegger', 'Sharon Stone', 'Michael Ironside', 'Rachel Ticotin']","Action, Adventure, Sci-Fi","342,706"
Doctor Strange,$232.64M,"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong']","Action, Adventure, Fantasy","771,550"
Collateral,$101.01M,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith', 'Mark Ruffalo']","Action, Crime, Drama","418,205"
Master and Commander: The Far Side of the World,$93.93M,"['Russell Crowe', 'Paul Bettany', 'Billy Boyd', ""James D'Arcy""]","Action, Adventure, Drama","229,946"
The Crow,$50.69M,"['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']","Action, Crime, Drama","191,293"
The Hunt for Red October,$122.01M,"['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill']","Action, Adventure, Thriller","207,725"
Source Code,$54.71M,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright']","Action, Drama, Mystery","533,152"
It's a Mad Mad Mad Mad World,$46.30M,"['Spencer Tracy', 'Milton Berle', 'Ethel Merman', 'Mickey Rooney']","Action, Adventure, Comedy","44,141"
Enemy at the Gates,$51.40M,"['Jude Law', 'Ed Harris', 'Joseph Fiennes', 'Rachel Weisz']","Action, Drama, War","270,088"
Munich,$47.40M,"['Eric Bana', 'Daniel Craig', 'Marie-Josée Croze', 'Ciarán Hinds']","Action, Drama, History","232,912"
Riders of Justice,-,"['Mads Mikkelsen', 'Nikolaj Lie Kaas', 'Andrea Heick Gadeberg', 'Lars Brygmann']","Action, Comedy, Drama","56,159"
Grindhouse,$25.04M,"['Eli Roth', 'Quentin Tarantino', 'Edgar Wright', 'Rob Zombie', 'Kurt Russell', 'Rose McGowan', 'Danny Trejo', 'Zoë Bell']","Action, Horror, Thriller","187,927"
Headhunters,$1.20M,"['Aksel Hennie', 'Synnøve Macody Lund', 'Nikolaj Coster-Waldau', 'Julie R. Ølgaard']","Action, Crime, Thriller","104,713"
Midnight Run,$38.41M,"['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'John Ashton']","Action, Comedy, Crime","89,998"
The Guns of Navarone,$28.90M,"['David Niven', 'Gregory Peck', 'Anthony Quinn', 'Anthony Quayle']","Action, Adventure, Drama","53,452"
Police Story,$0.11M,"['Chi-Hwa Chen', 'Jackie Chan', 'Maggie Cheung', 'Brigitte Lin', 'Yuen Chor']","Action, Comedy, Crime","39,472"
Tora! Tora! Tora!,$29.55M,"['Kinji Fukasaku', 'Toshio Masuda', 'Akira Kurosawa', 'Martin Balsam', 'Sô Yamamura', 'Jason Robards', 'Joseph Cotten']","Action, Drama, History","35,941"
Ip Man 2,$0.21M,"['Donnie Yen', 'Xiaoming Huang', 'Sammo Kam-Bo Hung', 'Lynn Xiong']","Action, Biography, Drama","108,583"
13 Assassins,$0.80M,"['Kôji Yakusho', 'Takayuki Yamada', 'Yûsuke Iseya', 'Ikki Sawamura']","Action, Adventure, Drama","67,187"
The Legend of Drunken Master,$11.55M,"['Jackie Chan', 'Jackie Chan', 'Ho-Sung Pak', 'Lung Ti', 'Anita Mui']","Action, Comedy","47,694"
Delhi Belly,$1.53M,"['Akshat Verma', 'Imran Khan', 'Vir Das', 'Kunaal Roy Kapur', 'Shenaz Treasury']","Action, Comedy, Crime","31,129"
New World,$0.46M,"['Lee Jung-jae', 'Choi Min-sik', 'Hwang Jung-min', 'Park Sung-woong']","Action, Crime, Drama","25,213"
Tanhaji: The Unsung Warrior,-,"['Ajay Devgn', 'Saif Ali Khan', 'Sharad Kelkar', 'Kajol']","Action, Biography, Drama","34,865"
House of Flying Daggers,$11.05M,"['Ziyi Zhang', 'Takeshi Kaneshiro', 'Andy Lau', 'Dandan Song']","Action, Adventure, Drama","114,514"
A Bittersweet Life,-,"['Lee Byung-hun', 'Shin Min-a', 'Yeong-cheol Kim', 'Hwang Jung-min']","Action, Crime, Drama","41,689"
Mesrine: Killer Instinct,$0.55M,"['Vincent Cassel', 'Cécile de France', 'Gérard Depardieu', 'Gilles Lellouche']","Action, Biography, Crime","34,673"
The Blind Swordsman: Zatoichi,$0.85M,"['Takeshi Kitano', 'Tadanobu Asano', 'Yui Natsukawa', 'Michiyo Yasuda']","Action, Comedy, Crime","50,666"
Jodhaa Akbar,$3.44M,"['Hrithik Roshan', 'Aishwarya Rai Bachchan', 'Sonu Sood', 'Poonam Sinha']","Action, Drama, History","33,756"
Mersal,-,"['Joseph Vijay', 'Nithya Menen', 'S.J. Suryah', 'Samantha Ruth Prabhu']","Action, Thriller","36,370"
To Strike,-,"['Shaan Shahid', 'Hamza Ali Abbasi', 'Shamoon Abbasi', 'Ayesha Khan']","Action, Crime, Drama","29,933"
Nobody,$27.27M,"['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Christopher Lloyd']","Action, Crime, Drama","293,721"
Mission: Impossible - Rogue Nation,$195.04M,"['Tom Cruise', 'Rebecca Ferguson', 'Jeremy Renner', 'Simon Pegg']","Action, Adventure, Thriller","390,430"
Mission: Impossible - Ghost Protocol,$209.40M,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton']","Action, Adventure, Thriller","507,867"
John Wick,$43.04M,"['David Leitch', 'Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe']","Action, Crime, Thriller","704,645"
Spider-Man,$403.71M,"['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']","Action, Adventure, Sci-Fi","845,409"
Ready Player One,$137.69M,"['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe']","Action, Adventure, Sci-Fi","458,652"
John Wick: Chapter 3 - Parabellum,$171.02M,"['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne']","Action, Crime, Thriller","398,434"
Spider-Man: Homecoming,$334.20M,"['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.', 'Marisa Tomei']","Action, Adventure, Sci-Fi","686,891"
John Wick: Chapter 2,$92.03M,"['Keanu Reeves', 'Riccardo Scamarcio', 'Ian McShane', 'Ruby Rose']","Action, Crime, Thriller","484,416"
Superman,$134.22M,"['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Marlon Brando']","Action, Adventure, Sci-Fi","182,017"
Wonder Woman,$412.56M,"['Gal Gadot', 'Chris Pine', 'Robin Wright', 'Lucy Davis']","Action, Adventure, Fantasy","678,517"
Spider-Man 2,$373.59M,"['Tobey Maguire', 'Kirsten Dunst', 'Alfred Molina', 'James Franco']","Action, Adventure, Sci-Fi","678,511"
Shang-Chi and the Legend of the Ten Rings,$224.54M,"['Simu Liu', 'Awkwafina', 'Tony Leung Chiu-wai', 'Ben Kingsley']","Action, Adventure, Fantasy","407,974"
The Last Duel,$10.85M,"['Matt Damon', 'Adam Driver', 'Jodie Comer', 'Harriet Walter']","Action, Drama, History","167,656"
Spider-Man: Far from Home,$390.53M,"['Tom Holland', 'Samuel L. Jackson', 'Jake Gyllenhaal', 'Marisa Tomei']","Action, Adventure, Comedy","522,890"
The Rock,$134.07M,"['Sean Connery', 'Nicolas Cage', 'Ed Harris', 'John Spencer']","Action, Adventure, Thriller","348,620"
Predestination,$0.07M,"['Peter Spierig', 'Ethan Hawke', 'Sarah Snook', 'Noah Taylor', 'Madeleine West']","Action, Drama, Sci-Fi","292,645"
Law Abiding Citizen,$73.34M,"['Gerard Butler', 'Jamie Foxx', 'Leslie Bibb', 'Colm Meaney']","Action, Crime, Drama","308,256"
Open Range,$58.33M,"['Kevin Costner', 'Robert Duvall', 'Diego Luna', 'Abraham Benrubi']","Action, Drama, Romance","75,964"
X2: X-Men United,$214.95M,"['Patrick Stewart', 'Hugh Jackman', 'Halle Berry', 'Ian McKellen']","Action, Sci-Fi, Thriller","563,087"
A History of Violence,$31.49M,"['Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt']","Action, Crime, Drama","245,923"
How to Train Your Dragon: The Hidden World,$160.80M,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett']","Animation, Action, Adventure","140,047"
Looper,$66.49M,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt', 'Paul Dano']","Action, Drama, Sci-Fi","589,010"
War for the Planet of the Apes,$146.88M,"['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval']","Action, Adventure, Drama","268,639"
Bullitt,$42.30M,"['Steve McQueen', 'Jacqueline Bisset', 'Robert Vaughn', 'Don Gordon']","Action, Crime, Thriller","72,781"
Sherlock Holmes: A Game of Shadows,$186.85M,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']","Action, Adventure, Mystery","467,895"
Thief,$11.49M,"['James Caan', 'Tuesday Weld', 'Willie Nelson', 'Jim Belushi']","Action, Crime, Drama","35,387"
Black Dynamite,$0.23M,"['Michael Jai White', 'Arsenio Hall', 'Tommy Davidson', 'Phyllis Applegate']","Action, Comedy","50,506"
Drunken Master,-,"['Jackie Chan', 'Siu-Tin Yuen', 'Jeong-lee Hwang', 'Dean Shek']","Action, Comedy","42,252"
Rurouni Kenshin Part I: Origins,-,"['Takeru Satoh', 'Emi Takei', 'Yû Aoi', 'Munetaka Aoki']","Action, Adventure, Drama","27,851"
Summer Wars,$0.08M,"['Ryunosuke Kamiki', 'Nanami Sakuraba', 'Mitsuki Tanimura', 'Takahiro Yokokawa']","Animation, Action, Adventure","30,829"
Mesrine: Public Enemy No. 1,$0.28M,"['Vincent Cassel', 'Ludivine Sagnier', 'Mathieu Amalric', 'Samuel Le Bihan']","Action, Biography, Crime","30,677"
Dungeons & Dragons: Honor Among Thieves,-,"['Jonathan Goldstein', 'Chris Pine', 'Michelle Rodriguez', 'Regé-Jean Page', 'Justice Smith']","Action, Adventure, Comedy","150,884"
Bullet Train,$103.37M,"['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson', 'Brian Tyree Henry']","Action, Comedy, Thriller","371,095"
Tenet,$58.46M,"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Juhan Ulfsak']","Action, Sci-Fi, Thriller","537,298"
No Time to Die,$160.87M,"['Daniel Craig', 'Ana de Armas', 'Rami Malek', 'Léa Seydoux']","Action, Adventure, Thriller","423,195"
The Nice Guys,$36.26M,"['Russell Crowe', 'Ryan Gosling', 'Angourie Rice', 'Matt Bomer']","Action, Comedy, Crime","346,492"
American Sniper,$350.13M,"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis']","Action, Biography, Drama","507,184"
Starship Troopers,$54.81M,"['Casper Van Dien', 'Denise Richards', 'Dina Meyer', 'Jake Busey']","Action, Adventure, Sci-Fi","307,135"
Pirates of the Caribbean: Dead Man's Chest,$423.32M,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport']","Action, Adventure, Fantasy","740,914"
The Getaway,$36.73M,"['Steve McQueen', 'Ali MacGraw', 'Ben Johnson', 'Sally Struthers']","Action, Crime, Thriller","34,281"
True Lies,$146.28M,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton']","Action, Comedy, Thriller","271,378"
Black Panther,$700.06M,"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira']","Action, Adventure, Sci-Fi","807,376"
The Karate Kid,$90.82M,"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'Martin Kove']","Action, Drama, Family","234,839"
Men in Black,$250.69M,"['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino', ""Vincent D'Onofrio""]","Action, Adventure, Comedy","588,413"
X-Men,$157.30M,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Famke Janssen']","Action, Adventure, Sci-Fi","630,127"
Avengers: Age of Ultron,$459.01M,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth']","Action, Adventure, Sci-Fi","891,103"
